"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"18532",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9130,21,NA,"B2","105-40 78TH STREET"," ",11417,"2","0","2","2254","2040",1950,1,"B2"," $576,500 ","3/31/2016",576500,2040,2254,0
"18535",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9135,135,NA,"B2","106-29 79TH   STREET"," ",11417,"2","0","2","2640","1952",1920,1,"B2"," $700,000 ","8/10/2016",7e+05,1952,2640,0
"18536",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9137,285,NA,"B2","107-49 78TH   STREET"," ",11417,"2","0","2","4000","2288",1950,1,"B2"," $793,000 ","4/5/2016",793000,2288,4000,0
"18541",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9142,16,NA,"B3","84-32 109TH AVENUE"," ",11417,"2","0","2","1710","1245",1930,1,"B3"," $454,000 ","9/19/2016",454000,1245,1710,0
"18543",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9147,33,NA,"B3","107-56 87TH STREET"," ",11417,"2","0","2","2600","1024",1925,1,"B3"," $499,000 ","10/5/2016",499000,1024,2600,0
"18544",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9147,41,NA,"B3","86-09 SUTTER AVENUE"," ",11417,"2","0","2","4307","2000",1930,1,"B3"," $650,000 ","11/23/2016",650000,2000,4307,0
"18546",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9149,11,NA,"B3","105-08 87 STREET"," ",11417,"2","0","2","2000","1472",1935,1,"B3"," $566,000 ","8/4/2016",566000,1472,2000,0
"18547",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9151,29,NA,"B3","107-46 89TH   STREET"," ",11417,"2","0","2","2400","1184",1935,1,"B3"," $460,000 ","11/29/2016",460000,1184,2400,0
"18548",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9151,40,NA,"B3","88-07 SUTTER AVENUE"," ",11417,"2","0","2","2116","1536",1935,1,"B3"," $433,000 ","11/29/2016",433000,1536,2116,0
"18550",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9154,51,NA,"B2","105-39 89 STREET"," ",11417,"2","0","2","2200","1708",1930,1,"B2"," $650,000 ","1/13/2017",650000,1708,2200,0
"18553",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9156,30,NA,"B3","107-48 92ND   STREET"," ",11417,"2","0","2","3010","1332",1930,1,"B3"," $645,000 ","9/14/2016",645000,1332,3010,0
"18554",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9158,43,NA,"B3","105-35 91ST STREET"," ",11417,"2","0","2","2300","1248",1920,1,"B3"," $225,275 ","12/7/2016",225275,1248,2300,0
"18555",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9161,3,NA,"S2","92-06 LIBERTY AVENUE"," ",11417,"2","1","3","1890","2720",1920,1,"S2"," $675,000 ","10/11/2016",675000,2720,1890,0
"18559",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9163,82,NA,"B2","106-64 95 STREET"," ",11417,"2","0","2","2500","2058",1925,1,"B2"," $496,860 ","5/24/2016",496860,2058,2500,0
"18560",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9164,150,NA,"B3","106-50 96TH   STREET"," ",11417,"2","0","2","4720","1890",1925,1,"B3"," $595,000 ","3/1/2016",595000,1890,4720,0
"18561",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9164,152,NA,"B2","106-54 96TH STREET"," ",11417,"2","0","2","5067","3000",1925,1,"B2"," $635,000 ","9/9/2016",635000,3000,5067,0
"18562",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9164,190,NA,"B3","106-19 95TH STREET"," ",11417,"2","0","2","2085","1344",1925,1,"B3"," $354,900 ","6/20/2016",354900,1344,2085,0
"18564",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9165,262,NA,"B3","95-14 108TH AVENUE"," ",11417,"2","0","2","4000","1405",1930,1,"B3"," $215,000 ","8/8/2016",215000,1405,4000,0
"18565",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9165,268,NA,"B3","94-59 109TH AVENUE"," ",11417,"2","0","2","4000","1342",1945,1,"B3"," $640,000 ","11/21/2016",640000,1342,4000,0
"18566",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9168,100,NA,"B9","10671 97TH STREET"," ",11417,"2","0","2","4000","2980",1910,1,"B9"," $272,500 ","1/25/2017",272500,2980,4000,0
"18567",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9175,66,NA,"B1","109-40 98TH STREET"," ",11417,"2","0","2","1900","3058",2012,1,"B1"," $840,000 ","6/14/2016",840000,3058,1900,0
"18570",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9403,33,NA,"B2","97-47 101ST   STREET"," ",11416,"2","0","2","2500","1932",1915,1,"B2"," $595,000 ","12/5/2016",595000,1932,2500,0
"18571",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9522,7,NA,"S2","101-14 LIBERTY AVENUE"," ",11417,"2","1","3","2156","2760",1920,1,"S2"," $750,000 ","9/30/2016",750000,2760,2156,0
"18574",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9539,97,NA,"B1","10737 100 STREET"," ",11417,"2","0","2","2167","2772",1960,1,"B1"," $740,000 ","12/1/2016",740000,2772,2167,0
"18575",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",9539,97,NA,"B1","107-37 100 STREET"," ",11417,"2","0","2","2167","2772",1960,1,"B1"," $275,000 ","7/26/2016",275000,2772,2167,0
"18577",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11344,48,NA,"B3","132-15 81ST   STREET"," ",11417,"2","0","2","2193","1280",1940,1,"B3"," $635,000 ","1/23/2017",635000,1280,2193,0
"18578",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11344,48,NA,"B3","132-15 81ST   STREET"," ",11417,"2","0","2","2193","1280",1940,1,"B3"," $295,000 ","5/26/2016",295000,1280,2193,0
"18579",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11344,51,NA,"B3","132-09 81ST   STREET"," ",11417,"2","0","2","2193","1280",1940,1,"B3"," $420,000 ","4/4/2016",420000,1280,2193,0
"18580",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11347,4,NA,"B2","84-10 SUTTER AVENUE"," ",11417,"2","0","2","3787","2100",1970,1,"B2"," $725,000 ","2/11/2016",725000,2100,3787,0
"18581",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11347,48,NA,"B3","132-27 84TH STREET"," ",11417,"2","0","2","2042","1216",1940,1,"B3"," $525,000 ","4/18/2016",525000,1216,2042,0
"18582",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11352,127,NA,"B3","90-12 SILVER ROAD"," ",11417,"2","0","2","2650","2000",1930,1,"B3"," $575,000 ","6/16/2016",575000,2000,2650,0
"18583",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11353,7,NA,"B1","90-14 SUTTER AVENUE"," ",11417,"2","0","2","1477","1648",1975,1,"B1"," $465,000 ","3/31/2016",465000,1648,1477,0
"18584",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11353,65,NA,"B3","90-21 133RD   AVENUE"," ",11417,"2","0","2","2683","1168",1920,1,"B3"," $535,000 ","2/10/2016",535000,1168,2683,0
"18585",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11354,2,NA,"S2","9104 SUTTER AVENUE"," ",11417,"2","1","3","1483","1920",1910,1,"S2"," $338,000 ","4/28/2016",338000,1920,1483,0
"18586",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11354,6,NA,"B3","91-12 SUTTER AVENUE"," ",11417,"2","0","2","2520","1440",1920,1,"B3"," $677,000 ","12/16/2016",677000,1440,2520,0
"18587",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11354,37,NA,"B3","91-47 CHICOT ROAD"," ",11417,"2","0","2","2500","1664",1920,1,"B3"," $559,000 ","6/15/2016",559000,1664,2500,0
"18588",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11355,5,NA,"B3","75-08 BLAKE"," ",11414,"2","0","2","3000","2400",1899,1,"B3"," $163,319 ","7/29/2016",163319,2400,3000,0
"18590",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11369,25,NA,"B2","89-38 DESARC ROAD"," ",11417,"2","0","2","4000","2288",1960,1,"B2"," $715,000 ","4/6/2016",715000,2288,4000,0
"18592",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11373,94,NA,"B2","90-31 DESARC ROAD"," ",11417,"2","0","2","2380","2240",1930,1,"B2"," $550,000 ","3/29/2016",550000,2240,2380,0
"18594",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11385,52,NA,"B2","137-40 80TH STREET"," ",11414,"2","0","2","3303","2116",1965,1,"B2"," $653,000 ","5/19/2016",653000,2116,3303,0
"18597",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11400,10,NA,"B2","88-20 SPRITZ ROAD"," ",11417,"2","0","2","4000","2496",1965,1,"B2"," $810,000 ","9/27/2016",810000,2496,4000,0
"18598",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11400,20,NA,"B3","137-02 WHITELAW STREET"," ",11417,"2","0","2","1840","1324",1935,1,"B3"," $304,200 ","6/3/2016",304200,1324,1840,0
"18599",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11400,21,NA,"B3","137-04 WHITELAW STREET"," ",11417,"2","0","2","2000","1410",1935,1,"B3"," $500,000 ","10/14/2016",5e+05,1410,2000,0
"18603",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11404,88,NA,"B2","137-33 LAFAYETTE STREET"," ",11417,"2","0","2","2500","3003",1965,1,"B2"," $615,000 ","2/16/2016",615000,3003,2500,0
"18606",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11404,95,NA,"B2","137-19 LAFAYETTE STREET"," ",11417,"2","0","2","2500","3003",1965,1,"B2"," $696,000 ","7/27/2016",696000,3003,2500,0
"18607",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11404,101,NA,"B2","137-03 LAFAYETTE STREET"," ",11417,"2","0","2","4760","2100",1965,1,"B2"," $673,000 ","3/3/2016",673000,2100,4760,0
"18611",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11476,15,NA,"B3","109-41 109TH   STREET"," ",11420,"2","0","2","2585","1376",1925,1,"B3"," $575,000 ","10/21/2016",575000,1376,2585,0
"18614",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11480,20,NA,"B2","104-24 ROSITA ROAD"," ",11417,"2","0","2","3523","2008",1925,1,"B2"," $730,000 ","8/16/2016",730000,2008,3523,0
"18615",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11481,13,NA,"B2","111-13 106 STREET"," ",11417,"2","0","2","2158","1992",1925,1,"B2"," $617,000 ","9/27/2016",617000,1992,2158,0
"18618",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11481,62,NA,"B2","110-54 107 ST"," ",11417,"2","0","2","2158","1992",1925,1,"B2"," $654,050 ","8/29/2016",654050,1992,2158,0
"18619",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11482,2,NA,"B2","110-59 107TH STREET"," ",11417,"2","0","2","2158","2008",1925,1,"B2"," $640,000 ","7/25/2016",640000,2008,2158,0
"18621",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11487,40,NA,"B3","94-39 PLATTWOOD AVENUE"," ",11417,"2","0","2","3300","2201",1925,1,"B3"," $595,000 ","2/24/2016",595000,2201,3300,0
"18622",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11487,49,NA,"B3","94-17 PLATTWOOD AVENUE"," ",11417,"2","0","2","2542","1894",1925,1,"B3"," $489,000 ","8/2/2016",489000,1894,2542,0
"18624",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11491,37,NA,"B3","133-16 96 STREET"," ",11417,"2","0","2","2600","1264",1925,1,"B3"," $530,000 ","2/1/2016",530000,1264,2600,0
"18626",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11495,40,NA,"B3","94-54 134TH AVENUE"," ",11417,"2","0","2","2600","1264",1925,1,"B3"," $147,000 ","11/16/2016",147000,1264,2600,0
"18627",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11499,101,NA,"B3","97-02 134TH AVENUE"," ",11417,"2","0","2","4000","1446",1930,1,"B3"," $550,000 ","7/7/2016",550000,1446,4000,0
"18630",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11500,129,NA,"B3","97-11 LINDEN BOULEVARD"," ",11417,"2","0","2","3080","1434",1925,1,"B3"," $500,000 ","12/9/2016",5e+05,1434,3080,0
"18631",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11501,201,NA,"B2","133-19 HAWTREE STREET"," ",11417,"2","0","2","3472","2300",1965,1,"B2"," $490,000 ","6/2/2016",490000,2300,3472,0
"18632",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11501,260,NA,"B2","134-03 HAWTREE STREET"," ",11417,"2","0","2","1690","2176",1920,1,"B2"," $470,000 ","3/28/2016",470000,2176,1690,0
"18633",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11505,47,NA,"B3","132-14 106 STREET"," ",11417,"2","0","2","3000","2075",1940,1,"B3"," $750,000 ","6/17/2016",750000,2075,3000,0
"18634",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11517,153,NA,"B3","97-28 LINDEN BOULEVARD"," ",11417,"2","0","2","2800","1178",1925,1,"B3"," $405,000 ","8/16/2016",405000,1178,2800,0
"18635",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11517,159,NA,"B3","97-29 135TH ROAD"," ",11417,"2","0","2","2800","1403",1925,1,"B3"," $565,000 ","2/9/2016",565000,1403,2800,0
"18637",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11530,10,NA,"B3","94-20 PITKIN AVENUE"," ",11417,"2","0","2","1907","1456",1915,1,"B3"," $580,000 ","11/23/2016",580000,1456,1907,0
"18638",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11532,10,NA,"B3","96-20 PITKIN AVENUE"," ",11417,"2","0","2","2375","1327",1925,1,"B3"," $805,924 ","12/2/2016",805924,1327,2375,0
"18639",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11532,19,NA,"B3","137-32 96TH   PLACE"," ",11417,"2","0","2","2500","1592",1925,1,"B3"," $525,000 ","7/28/2016",525000,1592,2500,0
"18640",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11533,20,NA,"B3","137-28 97TH   STREET"," ",11417,"2","0","2","2500","1360",1925,1,"B3"," $535,000 ","5/10/2016",535000,1360,2500,0
"18641",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11533,30,NA,"B3","96-31 149TH   AVENUE"," ",11417,"2","0","2","2500","1853",1925,1,"B3"," $595,000 ","4/15/2016",595000,1853,2500,0
"18642",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11533,31,NA,"B3","96-29 149 AVENUE"," ",11417,"2","0","2","2500","1360",1925,1,"B3"," $550,000 ","12/8/2016",550000,1360,2500,0
"18643",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11533,41,NA,"B3","137-23 96 PLACE"," ",11417,"2","0","2","2500","1608",1925,1,"B3"," $500,000 ","3/3/2016",5e+05,1608,2500,0
"18644",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11533,42,NA,"B3","137-21 96 PLACE"," ",11417,"2","0","2","2500","1608",1925,1,"B3"," $525,000 ","3/22/2016",525000,1608,2500,0
"18647",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11553,28,NA,"B3","149-46 TAHOE STREET"," ",11417,"2","0","2","4000","1369",1940,1,"B3"," $645,000 ","6/10/2016",645000,1369,4000,0
"18652",4,"OZONE PARK","02 TWO FAMILY DWELLINGS                    ","1",11733,63,NA,"B3","133-50 114TH   STREET"," ",11420,"2","0","2","2600","1216",1930,1,"B3"," $477,000 ","2/25/2016",477000,1216,2600,0
"18654",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9014,39,NA,"C0","94-15 83RD   STREET"," ",11416,"3","0","3","2000","3335",1970,1,"C0"," $720,000 ","9/21/2016",720000,3335,2000,0
"18655",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9082,45,NA,"C0","81-63 102ND ROAD"," ",11416,"3","0","3","2100","3265",1987,1,"C0"," $760,000 ","10/5/2016",760000,3265,2100,0
"18659",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9088,1,NA,"C0","86-02 102ND AVENUE"," ",11416,"3","0","3","2523","2350",1920,1,"C0"," $675,000 ","7/19/2016",675000,2350,2523,0
"18662",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9105,29,NA,"C0","101-56 99TH STREET"," ",11416,"3","0","3","2175","3393",2006,1,"C0"," $840,000 ","2/19/2016",840000,3393,2175,0
"18666",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9168,19,NA,"C0","106-20 98TH STREET"," ",11417,"3","0","3","3000","3232",1987,1,"C0"," $550,000 ","8/1/2016",550000,3232,3000,0
"18667",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9168,20,NA,"C0","106-22 98TH STREET"," ",11417,"3","0","3","3000","3232",1987,1,"C0"," $600,000 ","8/2/2016",6e+05,3232,3000,0
"18668",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9175,67,NA,"C0","109-42 98TH   STREET"," ",11417,"3","0","3","1900","3058",2012,1,"C0"," $945,000 ","6/27/2016",945000,3058,1900,0
"18669",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",9539,77,NA,"C0","107-77 100TH STREET"," ",11417,"3","0","3","2167","2772",1960,1,"C0"," $665,000 ","7/8/2016",665000,2772,2167,0
"18672",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",11385,61,NA,"C0","79-19 149 AVENUE"," ",11414,"3","0","3","3502","2392",1965,1,"C0"," $600,000 ","5/5/2016",6e+05,2392,3502,0
"18673",4,"OZONE PARK","03 THREE FAMILY DWELLINGS                  ","1",11482,29,NA,"C0","110-15 107TH STREET"," ",11417,"3","0","3","2200","2008",1920,1,"C0"," $220,000 ","11/4/2016",220000,2008,2200,0
"18754",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7900,91,NA,"A1","80-10 CROSS ISLAND PARKWAY"," ",11426,"1","0","1","3700","2580",1945,1,"A1"," $900,000 ","7/29/2016",9e+05,2580,3700,0
"18755",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7915,25,NA,"A1","80-48 230TH   STREET"," ",11427,"1","0","1","4726","1248",1950,1,"A1"," $714,000 ","8/15/2016",714000,1248,4726,0
"18756",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7916,18,NA,"A1","80-34 231ST"," ",11427,"1","0","1","4000","1248",1950,1,"A1"," $645,000 ","7/13/2016",645000,1248,4000,0
"18757",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7916,29,NA,"A2","80-58 231ST STREET"," ",11427,"1","0","1","5400","1140",1950,1,"A2"," $595,000 ","12/16/2016",595000,1140,5400,0
"18758",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7917,35,NA,"A2","80-46 232ND   STREET"," ",11427,"1","0","1","4000","1275",1930,1,"A2"," $418,000 ","6/30/2016",418000,1275,4000,0
"18759",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7917,76,NA,"A1","80-31 231ST   STREET"," ",11427,"1","0","1","4000","1248",1950,1,"A1"," $620,000 ","9/21/2016",620000,1248,4000,0
"18760",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7917,78,NA,"A2","80-25 231ST STREET"," ",11427,"1","0","1","5000","1211",1950,1,"A2"," $581,000 ","3/18/2016",581000,1211,5000,0
"18762",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7919,48,NA,"A1","80-55 233RD   STREET"," ",11427,"1","0","1","4000","1396",1940,1,"A1"," $650,000 ","8/23/2016",650000,1396,4000,0
"18764",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7920,44,NA,"A2","234-03 SEWARD AVENUE"," ",11427,"1","0","1","4000","1100",1945,1,"A2"," $616,000 ","11/28/2016",616000,1100,4000,0
"18765",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7921,44,NA,"A2","235-03 SEWARD AVENUE"," ",11427,"1","0","1","4000","1024",1945,1,"A2"," $645,000 ","8/5/2016",645000,1024,4000,0
"18767",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7935,53,NA,"A1","82-22 235TH STREET"," ",11427,"1","0","1","6000","1716",1930,1,"A1"," $730,000 ","7/13/2016",730000,1716,6000,0
"18768",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7942,34,NA,"A1","86-39 233RD   STREET"," ",11427,"1","0","1","3325","1541",1920,1,"A1"," $430,000 ","3/17/2016",430000,1541,3325,0
"18770",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7951,26,NA,"A0","86-35 MUSKET STREET"," ",11427,"1","0","1","4000","1200",1945,1,"A0"," $525,000 ","8/5/2016",525000,1200,4000,0
"18771",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7951,28,NA,"A0","86-31 MUSKET STREET"," ",11427,"1","0","1","4000","1200",1945,1,"A0"," $627,500 ","8/10/2016",627500,1200,4000,0
"18772",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7951,49,NA,"A0","86-32 RANGE STREET"," ",11427,"1","0","1","4000","1321",1945,1,"A0"," $575,000 ","2/12/2016",575000,1321,4000,0
"18775",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7955,305,NA,"A2","85-14 239TH   STREET"," ",11426,"1","0","1","3734","984",1955,1,"A2"," $480,000 ","2/16/2016",480000,984,3734,0
"18776",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7955,323,NA,"A2","85-50 239TH   STREET"," ",11426,"1","0","1","4000","576",1940,1,"A2"," $500,000 ","6/7/2016",5e+05,576,4000,0
"18777",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7970,4,NA,"A5","89-50 MOLINE STREET"," ",11428,"1","0","1","1600","1422",1940,1,"A5"," $420,000 ","9/9/2016",420000,1422,1600,0
"18778",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7970,15,NA,"A5","89-28 MOLINE STREET"," ",11428,"1","0","1","1600","1422",1940,1,"A5"," $410,000 ","9/29/2016",410000,1422,1600,0
"18779",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7970,18,NA,"A5","89-22 MOLINE STREET"," ",11428,"1","0","1","1600","1422",1940,1,"A5"," $418,000 ","4/21/2016",418000,1422,1600,0
"18780",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7972,77,NA,"A1","88-16 GETTYSBURG STREET"," ",11426,"1","0","1","3000","1516",1920,1,"A1"," $220,000 ","2/25/2016",220000,1516,3000,0
"18782",4,"QUEENS VILLAGE","01 ONE FAMILY DWELLINGS                    ","1",7974,56,NA,"A1","89-16 GETTYSBURG STREET"," ",11426,"1","0","1","3000","1320",1935,1,"A1"," $549,000 ","3/30/2016",549000,1320,3000,0
